,Instance,Income
225,112219,364371.63407699903
226,112220,81659.14005721826
227,112221,-48250.28987530805
228,112222,36351.5475982693
229,112223,67921.51196287246
230,112224,182199.53006982012
231,112225,47883.12315985188
232,112226,101793.7943160832
233,112227,46999.18421969656
234,112228,112637.83079634048
235,112229,81541.54005204281
236,112230,203544.30842555873
237,112231,-76765.46556274779
238,112232,233017.1960815005
239,112233,11341.455669257324
240,112234,70297.80445765192
241,112235,-42202.07107416727
242,112236,127958.75806349749
243,112237,422329.0795247718
244,112238,68428.27053208603
245,112239,63159.338333793916
246,112240,60416.70368996775
247,112241,-12850.349099542014
248,112242,20108.490569745656
249,112243,109814.00713335071
250,112244,217812.68843282433
251,112245,134327.74331344292
252,112246,47682.1906346092
253,112247,374797.51000809344
254,112248,136200.1653353707
255,112249,-48494.270545975305
256,112250,11440.144280551933
257,112251,50790.80204516044
258,112252,57249.33787364559
259,112253,-40429.29553273646
260,112254,251722.07815208845
261,112255,51821.557659226935
262,112256,19977.36552151013
263,112257,67901.11415521428
264,112258,490373.64999388205
265,112259,219432.9184598974
266,112260,172984.30553519586
267,112261,358166.24909291463
268,112262,118183.06584318774
269,112263,-6881.403197825421
270,112264,58631.0068140775
271,112265,33370.95015382208
272,112266,65248.06798588112
273,112267,73972.31007638806
274,112268,127146.61954032443
275,112269,444891.6691540885
276,112270,-24047.610846908297
277,112271,97061.2957184189
278,112272,130104.61045730673
279,112273,159254.57332749898
280,112274,-24951.38120600907
281,112275,268006.29202374583
282,112276,301693.0199854919
283,112277,50437.19669408118
284,112278,3093.087134382222
285,112279,-9372.162466967013
286,112280,152869.83815067774
287,112281,45170.89305710234
288,112282,211958.24430136988
289,112283,89294.26124968613
290,112284,98677.6098350226
291,112285,93053.46611445118
292,112286,81969.0660467539
293,112287,37665.56977264164
294,112288,76148.58619193407
295,112289,218475.37859039754
296,112290,175685.55124391476
297,112291,-38359.58761664387
298,112292,415644.3094549109
299,112293,2694.012003876269
300,112294,299947.38693107245
301,112295,83588.71540695196
302,112296,216528.01900237147
303,112297,101204.71601758525
304,112298,96774.15292153694
305,112299,-6232.082136431243
306,112300,33082.48254852649
307,112301,7927.20345560601
308,112302,47013.24933983665
309,112303,14443.653275894932
310,112304,178235.07237181626
311,112305,12614.902201734018
312,112306,111124.97299893759
313,112307,60262.72671872657
314,112308,118960.22889764607
315,112309,69382.93411056371
316,112310,-8216.402041614521
317,112311,127451.95148708904
318,112312,24391.879684488755
319,112313,104479.46711227437
320,112314,-3484.5009545800276
321,112315,220346.36570847174
322,112316,19696.531994591
323,112317,11485.131230056752
324,112318,-7467.226753746625
325,112319,-45553.28395188553
326,112320,452747.1174156717
327,112321,32553.674928043503
328,112322,18026.368306417484
329,112323,124731.6669118735
330,112324,421094.7827357738
331,112325,239794.90346159134
332,112326,135478.5198991145
333,112327,295895.28083500033
334,112328,111666.5537298182
335,112329,175250.04533576313
336,112330,400356.61825919105
337,112331,372909.87779797753
338,112332,270063.45611120434
339,112333,306067.506747629
340,112334,334899.17083352385
341,112335,101679.64128878852
342,112336,6735.596947922371
343,112337,211619.91034559673
344,112338,282513.86126948195
345,112339,274031.0154577722
346,112340,33484.28292069258
347,112341,802227.169949247
348,112342,77753.31042229617
349,112343,151278.68755878462
350,112344,49016.63440343365
351,112345,57602.25319440011
352,112346,132990.6563502946
353,112347,-25188.01134729525
354,112348,-4979.22923996998
355,112349,17383.4378962419
356,112350,111004.72502937494
357,112351,40226.923714908306
358,112352,56025.94723938359
359,112353,-26381.574324342888
360,112354,149790.48473298224
361,112355,83478.8231948507
362,112356,78103.84354284266
363,112357,49421.63448202703
364,112358,84474.21600721637
365,112359,51308.76268202439
366,112360,21277.630811146926
367,112361,213610.83824631106
368,112362,91185.18031171523
369,112363,57397.82322481135
370,112364,-48444.95128170354
371,112365,-44762.52220214764
372,112366,64611.24068340333
373,112367,46044.504358329345
374,112368,18083.967262041755
375,112369,165202.90040089563
376,112370,-45403.5923400335
377,112371,365392.4747785912
378,112372,129893.11219559703
379,112373,39698.41369271511
380,112374,21948.590028729755
381,112375,22261.18171795504
382,112376,109300.20613295957
383,112377,138104.0040887203
384,112378,62034.85202117078
385,112379,107814.67881481163
386,112380,51185.29173918255
387,112381,62245.61050370103
388,112382,125442.42235465255
389,112383,70985.93535490427
390,112384,246430.64400944533
391,112385,5349.88775304053
392,112386,186161.9373408947
393,112387,62042.629350566305
394,112388,51499.91657392867
395,112389,59736.467871775385
396,112390,60997.77854069462
397,112391,-2438.641939097084
398,112392,111618.1946179946
399,112393,97433.38769968832
400,112394,31052.914614023175
401,112395,63551.21381452959
402,112396,170390.07917548064
403,112397,74055.64076789375
404,112398,410832.80384662887
405,112399,110672.38456856832
406,112400,78256.40842923755
407,112401,134084.2624760531
408,112402,611630.722936925
409,112403,172231.21927786013
410,112404,94882.09226075793
411,112405,88631.63988626376
412,112406,-12559.290294235572
413,112407,40389.32361625135
414,112408,59292.479116307106
415,112409,105165.31386816502
416,112410,328.631612083409
417,112411,137651.33702254994
418,112412,122903.89583098004
419,112413,12544.14606257528
420,112414,105832.90424942225
421,112415,152486.40876261564
422,112416,86231.56522912858
423,112417,108506.60059056664
424,112418,72556.96163686132
425,112419,225927.3340941826
426,112420,43004.63766336907
427,112421,296076.6892359783
428,112422,91980.6066158386
429,112423,22676.717447442003
430,112424,32749.090234046336
431,112425,-1850.8428451037034
432,112426,137071.94402968697
433,112427,342238.36038484843
434,112428,276851.4135259497
435,112429,-1957.9845930230804
436,112430,71793.55183990626
437,112431,145963.2257970795
438,112432,-11874.199577196036
439,112433,141573.0691123712
440,112434,48589.12899589911
441,112435,823.4135359455831
442,112436,56504.87002432253
443,112437,97662.90562503971
444,112438,90283.25721673109
445,112439,29443.662770572584
446,112440,264828.01435629884
447,112441,74975.84887505276
448,112442,450436.61414575437
449,112443,65206.595575831365
450,112444,3308.7074575494044
451,112445,68453.59224364068
452,112446,526552.141096056
453,112447,453326.9338966268
454,112448,77857.43597870553
455,112449,97419.11002102029
456,112450,25075.991168920882
457,112451,118566.23154722108
458,112452,35892.38483613031
459,112453,87713.82887412375
460,112454,119953.58942727419
461,112455,597084.5282143666
462,112456,20195.905754327774
463,112457,202149.40227655368
464,112458,109279.83234895859
465,112459,43972.67650514189
466,112460,63653.178851089906
467,112461,368289.6552337776
468,112462,175502.35329215555
469,112463,96971.1372496537
470,112464,62473.23399391305
471,112465,149532.81750301924
472,112466,184983.9100577277
473,112467,58011.963030699175
474,112468,15550.314974385314
475,112469,32822.29427277809
476,112470,17056.45398184145
477,112471,54204.15973407589
478,112472,155720.16222505365
479,112473,148504.2701026923
480,112474,86322.69076992245
481,112475,91606.0370226265
482,112476,76976.48924662545
483,112477,32619.759872623254
484,112478,74039.56165859569
485,112479,37470.36485366337
486,112480,40928.84406442242
487,112481,163272.9854803495
488,112482,46692.83681818424
489,112483,273828.5005736868
490,112484,73845.5889418791
491,112485,113218.07906002784
492,112486,-24782.704946191516
493,112487,18629.183405465446
494,112488,192534.10771788843
495,112489,33388.130428772885
496,112490,396974.5213476992
497,112491,87810.6064360058
498,112492,98531.2997002881
499,112493,288913.02035391005
500,112494,15185.8302129535
501,112495,-34352.96159799304
502,112496,11384.64920412749
503,112497,191847.4141435302
504,112498,60349.22891431488
505,112499,44681.09733972186
506,112500,31333.62476825295
507,112501,53698.83000525413
508,112502,61321.61576146586
509,112503,32153.239478762727
510,112504,35170.32629024889
511,112505,15918.32575282501
512,112506,137182.50309620146
513,112507,111926.77743301028
514,112508,102540.02885939786
515,112509,11711.394640786573
516,112510,68308.97851611208
517,112511,158630.6922031436
518,112512,1256.437108002603
519,112513,68611.87952332525
520,112514,60545.47039788496
521,112515,142696.51199045125
522,112516,101352.07813293533
523,112517,8745.863415089436
524,112518,77857.56753156893
525,112519,-19665.397513724864
526,112520,42805.44139949093
527,112521,157106.358319683
528,112522,59308.170786301605
529,112523,92050.83582452266
530,112524,83101.57116797846
531,112525,-27843.180946306325
532,112526,52851.036320151296
533,112527,60538.23334073927
534,112528,8755.577481974382
535,112529,14417.938121670857
536,112530,97578.727672501
537,112531,177074.08844592748
538,112532,151624.2088282029
539,112533,119059.788550667
540,112534,343487.509586439
541,112535,60251.28871519677
542,112536,116791.25538678886
543,112537,75340.80999203073
544,112538,-56790.41862002062
545,112539,205444.33061390975
546,112540,-5821.486073969863
547,112541,86937.26392445434
548,112542,179000.53950302117
549,112543,98125.24399799155
550,112544,216560.2871604301
551,112545,42587.09491941705
552,112546,-31162.49239198584
553,112547,122549.64963243902
554,112548,416227.98440660303
555,112549,92615.57825521054
556,112550,105185.640574574
557,112551,9907.747403998394
558,112552,146544.79676009854
559,112553,84446.24381028721
560,112554,85372.99468005076
561,112555,8715.943000276573
562,112556,97440.10824372526
563,112557,69548.22756621893
564,112558,104435.4028612934
565,112559,20534.822939660866
566,112560,67198.91475349944
567,112561,189319.52947060205
568,112562,-23887.957415305544
569,112563,145583.17001526197
570,112564,374654.6391800768
571,112565,152415.506836534
572,112566,20948.04784788564
573,112567,138083.93336887797
574,112568,112176.48325985204
575,112569,152833.86529361177
576,112570,40164.93008776987
577,112571,132206.46782650566
578,112572,174771.84507647995
579,112573,-5965.405057046097
580,112574,113038.6117633623
581,112575,61524.94943002658
582,112576,71022.67049182625
583,112577,307038.36804806767
584,112578,433082.223894306
585,112579,89884.01345809922
586,112580,195173.46693863207
587,112581,73418.09556647856
588,112582,60277.13594070356
589,112583,-15511.407695833594
590,112584,248387.26074009808
591,112585,957.260303826537
592,112586,-36632.57060678862
593,112587,162358.3075025417
594,112588,121359.19329249393
595,112589,238226.94687941717
596,112590,27776.355707992334
597,112591,163815.64070981927
598,112592,31873.72342988709
599,112593,-7622.539700615685
600,112594,23971.5755277602
601,112595,17476.984352824278
602,112596,46766.83512467332
603,112597,43289.58990544081
604,112598,16211.835246382747
605,112599,-31846.10530514829
606,112600,13796.692777547985
607,112601,187807.5518958154
608,112602,77170.94788739923
609,112603,51927.89563571708
610,112604,168056.92749543162
611,112605,43698.6692738086
612,112606,40939.93738853
613,112607,96669.20675017964
614,112608,109255.99898102134
615,112609,178445.89926746814
616,112610,110746.99428188102
617,112611,182222.02760925796
618,112612,201216.1882697516
619,112613,111257.10575838294
620,112614,175690.98928334145
621,112615,76222.42633633642
622,112616,135738.38112069247
623,112617,106040.71611678088
624,112618,276214.6814823863
625,112619,-7878.05250856746
626,112620,-17779.252513918094
627,112621,2964.8686878583394
628,112622,113453.40559672518
629,112623,50876.029328749515
630,112624,46461.13901023613
631,112625,21780.294630328193
632,112626,161382.85909270355
633,112627,56299.13572079083
634,112628,12204.945687156636
635,112629,75214.08535738429
636,112630,54883.645920735784
637,112631,126681.77785278345
638,112632,234206.3394889622
639,112633,185596.38605017355
640,112634,15457.965000192635
641,112635,18373.00027982518
642,112636,92281.34232422477
643,112637,170384.54911200795
644,112638,-34733.847396180034
645,112639,91310.11649330938
646,112640,12249.155463231262
647,112641,-1110.5821369769983
648,112642,257839.48691577697
649,112643,115695.14050513599
650,112644,122198.4121875572
651,112645,41181.010518643074
652,112646,3313.6775070065632
653,112647,-22582.197972209193
654,112648,34914.986155489925
655,112649,-18585.727493964136
656,112650,-26915.80865004752
657,112651,28049.21706659021
658,112652,-19920.220690711867
659,112653,-15735.121318280697
660,112654,7575.674967063125
661,112655,-21508.218797994312
662,112656,-2650.0614236169495
663,112657,328732.447226048
664,112658,654723.5025306256
665,112659,141765.58559959615
666,112660,106394.80107653327
667,112661,178933.93297554972
668,112662,163794.51626431663
669,112663,131016.21137964306
670,112664,213894.37880479917
671,112665,401084.4830012177
672,112666,117661.2256963877
673,112667,5724.672633786686
674,112668,42396.05930217262
675,112669,148033.5828644908
676,112670,-10242.531408297364
677,112671,209556.28163974546
678,112672,157054.99302277528
679,112673,94024.12073980412
680,112674,15528.453798607923
681,112675,54624.629408402834
682,112676,25906.85161016183
683,112677,68602.34019945888
684,112678,10643.251140769571
685,112679,113431.97083944362
686,112680,171002.1878579501
687,112681,19346.40416993946
688,112682,127418.63069894677
689,112683,31904.947396972217
690,112684,246911.69266977347
691,112685,9998.347651791293
692,112686,10366.40976064559
693,112687,75374.7720015333
694,112688,48059.15578438854
695,112689,123920.05103541771
696,112690,81420.9321176894
697,112691,57846.75117688207
698,112692,64978.66880535381
699,112693,124346.0583816017
700,112694,7169.605106317904
701,112695,165713.08911256865
702,112696,174256.97007372975
703,112697,128068.46095487522
704,112698,142115.45289489394
705,112699,395311.33483974123
706,112700,246675.3372875261
707,112701,367495.48122362
708,112702,131658.65321033075
709,112703,46298.7617430985
710,112704,97186.30912955012
711,112705,288206.10286785616
712,112706,79314.85867068172
713,112707,18559.87137207063
714,112708,119288.19554047287
715,112709,172023.2976166932
716,112710,88420.20112524414
717,112711,85776.97976915073
718,112712,-31917.513017736375
719,112713,106811.80834026262
720,112714,124831.21917161997
721,112715,121688.814779724
722,112716,-28670.495312512387
723,112717,-31354.51071304409
724,112718,83039.24250640254
725,112719,73935.83121054526
726,112720,40097.097814146895
727,112721,46224.12349971896
728,112722,4492.202073000837
729,112723,26277.703625184018
730,112724,109702.35716081224
731,112725,69702.48335610656
732,112726,-10991.424135222565
733,112727,79606.9969516322
734,112728,161307.11596859107
735,112729,45157.137589692604
736,112730,23734.307780453935
737,112731,30360.02519409405
738,112732,-42123.63164706947
739,112733,78218.55251939874
740,112734,165265.26997299027
741,112735,-38488.40500271972
742,112736,99829.67657373892
743,112737,67844.46418529982
744,112738,413124.194144011
745,112739,74232.80054155272
746,112740,165091.68569023162
747,112741,44599.719178127125
748,112742,45011.73478204245
749,112743,40174.93617023155
750,112744,126706.48612387758
751,112745,172112.43469324103
752,112746,8317.036615519784
753,112747,98453.74916816084
754,112748,405991.53599018
755,112749,59730.09787470149
756,112750,-30588.544829274062
757,112751,325619.741446204
758,112752,110509.4030324705
759,112753,77591.31062954571
760,112754,179904.10547801387
761,112755,-9234.724469470326
762,112756,60700.64181172149
763,112757,78970.5563861723
764,112758,20683.185844476335
765,112759,-28960.74147510808
766,112760,81226.97655650694
767,112761,118771.82940116292
768,112762,355250.8015319747
769,112763,-24619.231952631846
770,112764,182330.74298710795
771,112765,-90868.54945758544
772,112766,132421.70316487364
773,112767,681801.8321241993
774,112768,16043.349222552963
775,112769,101624.85519513907
776,112770,22205.614785248414
777,112771,100685.87977915304
778,112772,29898.367600761354
779,112773,107740.58087657252
780,112774,-4702.697302151937
781,112775,72708.86594594363
782,112776,-9444.421038871631
783,112777,-15915.584158599377
784,112778,478274.71031655883
785,112779,209452.6700622551
786,112780,154576.95487950137
787,112781,115494.59868046828
788,112782,16176.623672042508
789,112783,70098.37892583665
790,112784,116500.75232186075
791,112785,-8906.406145520043
792,112786,101163.69908415247
793,112787,95172.83757459326
794,112788,32099.454518484883
795,112789,70852.65205405327
796,112790,127117.00872672303
797,112791,200954.26965463907
798,112792,-18003.771338476334
799,112793,29917.299443928525
800,112794,477921.0588572365
801,112795,30614.151135018095
802,112796,51684.63866116479
803,112797,83637.6349223922
804,112798,80180.77294899151
805,112799,137721.50534819858
806,112800,43051.6102187573
807,112801,9562.282951289322
808,112802,235444.8065743749
809,112803,310008.119992672
810,112804,109613.97546866303
811,112805,51586.46012325538
812,112806,-21324.198532106355
813,112807,-9044.944558378309
814,112808,285087.2778701759
815,112809,27060.55372672761
816,112810,176499.0913473931
817,112811,135111.7464289586
818,112812,79673.69607754936
819,112813,196376.13579944242
820,112814,38379.012157404795
821,112815,40568.09741669707
822,112816,-17992.492441680748
823,112817,89996.98358176369
824,112818,63196.51575316442
825,112819,62659.65400922485
826,112820,291016.29754044255
827,112821,20809.630948486738
828,112822,-21307.78330467036
829,112823,11305.429177630693
830,112824,27218.004342353903
831,112825,97054.66917159967
832,112826,121698.9360170071
833,112827,80296.86626366992
834,112828,64533.93707575463
835,112829,-27854.96723870281
836,112830,64895.27386694262
837,112831,99374.46453847643
838,112832,58533.44992295513
839,112833,164580.71578872856
840,112834,61354.76160854846
841,112835,213205.79619580833
842,112836,67974.880715671
843,112837,135294.6235484206
844,112838,335834.98381078383
845,112839,81303.45040716464
846,112840,80137.92325522518
847,112841,120262.74993807357
848,112842,225522.65913898125
849,112843,74264.4378097849
850,112844,59803.81243296014
851,112845,76210.3721872298
852,112846,267945.3246480734
853,112847,78285.8621728681
854,112848,186709.49132272927
855,112849,156856.4951462727
856,112850,174270.51036222978
857,112851,295516.82082535746
858,112852,31144.00047363853
859,112853,277568.5036181235
860,112854,94202.57331828075
861,112855,575538.8827359122
862,112856,31563.15329498658
863,112857,10271.277117197402
864,112858,-19337.932933627162
865,112859,149269.73261024198
866,112860,51632.99001892656
867,112861,179810.39192176936
868,112862,30410.06863774825
869,112863,50748.24173862394
870,112864,241623.87794385524
871,112865,-1157.3072446193546
872,112866,308877.68376583373
873,112867,29338.74140353035
874,112868,31941.63345241407
875,112869,80214.24800371565
876,112870,74484.00711994013
877,112871,183369.82657860266
878,112872,2458.110140535049
879,112873,195141.53864854062
880,112874,93357.57276767585
881,112875,78568.24771699915
882,112876,286658.1564453677
883,112877,57007.116030260455
884,112878,580402.0186513201
885,112879,351204.72404930694
886,112880,44372.440463488456
887,112881,70742.06535827275
888,112882,386143.1716623348
889,112883,72533.47388663469
890,112884,-54091.340012083296
891,112885,48538.3738562637
892,112886,68405.14552321425
893,112887,-10964.233168213163
894,112888,124110.25539574632
895,112889,106259.02676657401
896,112890,163640.23987087002
897,112891,148026.32307651825
898,112892,96851.70882695075
899,112893,46565.812278294004
900,112894,229955.1636957205
901,112895,-12960.559880823363
902,112896,-76840.78816861566
903,112897,124118.5930420626
904,112898,181998.38629244454
905,112899,-11031.986419714056
906,112900,55358.20723992353
907,112901,80805.71266542934
908,112902,29863.54182605818
909,112903,193856.50854132744
910,112904,207496.8222832135
911,112905,69906.59552044375
912,112906,56647.56034822622
913,112907,-9957.902236997616
914,112908,-50922.85872821184
915,112909,424510.9058396048
916,112910,133742.69702994078
917,112911,48384.50969543634
918,112912,-31362.947759951465
919,112913,78290.33137948485
920,112914,21184.947535248473
921,112915,253386.0784129668
922,112916,240699.2257864168
923,112917,84968.58824531734
924,112918,126472.86279987311
925,112919,63726.38614014909
926,112920,502.0973899541423
927,112921,-27558.989387019537
928,112922,152599.3867253447
929,112923,149352.6057234509
930,112924,74934.15246865852
931,112925,181113.39120635996
932,112926,27895.93541307235
933,112927,8343.9471293604
934,112928,-21231.615679704584
935,112929,92675.83080305625
936,112930,381555.25005619833
937,112931,56557.31656826241
938,112932,239063.37409046432
939,112933,33340.46485848026
940,112934,166086.48486957233
941,112935,81545.79391835211
942,112936,147437.03034225386
943,112937,298911.0156671428
944,112938,22856.106924674008
945,112939,-113607.27395457169
946,112940,80292.85419277102
947,112941,319768.0160009549
948,112942,-82119.73410574626
949,112943,367939.47942844825
950,112944,334.8804169832729
951,112945,160356.03698422806
952,112946,85163.64777587121
953,112947,43840.998282420915
954,112948,58604.9462703336
955,112949,7335.286749036983
956,112950,154394.70866758376
957,112951,41838.930229167454
958,112952,6259.559721379541
959,112953,31659.205865356605
960,112954,53316.50427572569
961,112955,-48839.96452558879
962,112956,-2000.68637481099
963,112957,39870.23141025612
964,112958,386071.0991073842
965,112959,107713.2662709658
966,112960,86602.16595264338
967,112961,253512.06745677255
968,112962,91106.4400935499
969,112963,131642.29472404066
970,112964,4393.067161727697
971,112965,-289.25316879246384
972,112966,470253.72574731475
973,112967,-7266.935678047594
974,112968,-67432.09870648338
975,112969,142079.3860779144
976,112970,-74010.09962489735
977,112971,53050.62091395119
978,112972,172584.80754992133
979,112973,7945.8127600559965
980,112974,98559.03675709572
981,112975,18493.814181706868
982,112976,-35339.856734769884
983,112977,10394.411057793535
984,112978,113880.33029999258
985,112979,268081.4666120331
986,112980,509342.17060830304
987,112981,92853.34147081617
988,112982,38361.85660688672
989,112983,128951.14351707976
990,112984,-18762.17586360639
991,112985,670.0819439711049
992,112986,20298.19002525974
993,112987,972.281438821461
994,112988,70896.14950686274
995,112989,64031.82334244903
996,112990,79715.24599632295
997,112991,27668.62021334842
998,112992,-3624.965144202579
999,112993,113162.19877092587
1000,112994,-10031.634051887784
1001,112995,188907.35315284273
1002,112996,-28596.554954546038
1003,112997,297976.62236443954
1004,112998,39484.51344358176
1005,112999,93666.91214659624
1006,113000,-54548.64611067064
1007,113001,36018.95687928796
1008,113002,67058.00037597911
1009,113003,72565.59737762716
1010,113004,159195.18199957162
1011,113005,44709.082458954304
1012,113006,57348.03153005289
1013,113007,-33297.306555194315
1014,113008,97925.94471206889
1015,113009,28586.099506205413
1016,113010,65165.51920558605
1017,113011,72536.56544224871
1018,113012,47798.36141793337
1019,113013,40262.058236142155
1020,113014,82211.71855906583
1021,113015,137716.40378706157
1022,113016,265834.49828149984
1023,113017,87562.2727891067
1024,113018,80409.60485523753
1025,113019,180854.60405532504
1026,113020,47759.01498012431
1027,113021,65880.73706670431
1028,113022,73759.54088245705
1029,113023,94380.92387464503
1030,113024,153934.35497027775
1031,113025,35462.199594204314
1032,113026,22447.925242808647
1033,113027,6666.8599819461815
1034,113028,4688.544653844554
1035,113029,180449.34847767046
1036,113030,123264.52030155249
1037,113031,50957.510578628164
1038,113032,21863.274680250324
1039,113033,144886.47206239775
1040,113034,16333.601181647275
1041,113035,65704.74641773058
1042,113036,148611.19386029243
1043,113037,95027.6613928508
1044,113038,83715.8391208346
1045,113039,93697.58993356815
1046,113040,57725.41234612558
1047,113041,10575.515986759681
1048,113042,238428.76151139615
1049,113043,2867.6152930958197
1050,113044,352793.6486105877
1051,113045,683136.9324893602
1052,113046,67033.66899655899
1053,113047,34757.178299344145
1054,113048,2075.136452164501
1055,113049,117149.00875830231
1056,113050,146125.35422459804
1057,113051,150903.65109037515
1058,113052,-15830.845256437082
1059,113053,79993.29109515669
1060,113054,103890.57951152837
